sku,st_tip_patrona,st_sverlilniy_patron,st_vstroenniy_pricel,st_raspolozhenie_dvigatelya,st_regulirovka_stola,st_rabota_po_betonu,st_dlina_shini,st_dlina_lezviya,st_elektronnaya_reg_oborotov,zaschita_ot_peregreva,st_vrashen_strog_vala,st_vozmojnost_reza_pod_uglom,st_stancionarnoe_kreplenie,st_plavniy_pusk,st_maxdiam_koron_sverla,st_360_gradusov,st_rabocheye_davleniye,st_rezba_spindelya,st_rashod_vozduha,st_razreshenie_pix,st_dvigatel,st_max_glubina_reza,st_glubina_rezaniya_mm,st_podkluchenie,st_maxskorost_vozduha_kub,st_napravlayushaya_shina,st_predohran_mufta,st_vozmojnost_sbora_zhidkosti,st_podderzhan_post_oborotov,st_ploshad,st_zashita_ot_udara,st_diametr_mm,st_akb_v_komplekte,st_kilichestvo_acum_komplect,st_regulir_glubini_stroganiya,st_maxvrash_moment_myagk,st_diametr_obyektiva,st_sistema_podachi_soj,st_maxrazmer_krepezha,st_maxglubina_propila_45,st_dlina_shini_duym,st_maxtolshina_zagotovki,st_nalichie_udara,st_razmer_cangi,st_maxsila_udara,st_nalichie_reversa,st_dlina_shini_duym,st_maxglubina_propila_90,st_graudirovka_limba,st_gorizontalnoe_peremeshenie,st_maxshirina_lenti,st_napryazheniye_akkumulyatora,st_napryazhenie_v_accum,st_emkost_accumulatora,st_napryazheniye_v,st_vremya_zaryada,st_regulirovka_visoti,st_kreplenie_poloten,st_rabocaya_temperatura,st_nalichie_lazera,st_tip_stanini,st_kolichestvo_tochek_otscheta,st_avtosmativanie_kabela,st_vstroen_patrub_pilesos,st_tip_posadki,st_posad_diametr,st_kolichestvo_nasadok,st_ugol_samoviravnivaniya,st_chislo_hodov_holostoy_hod,st_vremya_raboti_odin_zaryad,st_obyem_syemnogo_backa,st_vibrozashita,st_obyem_baka,st_skorost_rezaniya,st_tip_diska,st_diametr_vsas_shlanga,st_proverka,st_max_chastota_udarov,st_maxglubina_chetverti,st_visota_skashivaniya,st_kilichestvo_acum_komplect,st_chastota_vrashch_shpind,st_dlina_kabelya,st_maxdiam_sverleniya_beton,st_sistema_valikov,st_regulirovka_glubin_reza,st_blokirovka_shpindelya,st_diametr_aspirac_otver,st_tip_pilesbornika,st_glubina_stroganiya,st_diametr_aspirac_otver_mm,st_regulirovka_moshnosti,st_min_izmer_uchastok,st_podkluchenie_pilesosa,st_skorost_dvizheniya_min,st_razmer_rab_stola,st_sposob_raspileniya,st_kolichestvo_luchey,st_viborka_chetverti,st_elektr_regul_chast_vrashen,st_maxglubina_stroganiya,st_nalichie_reversa,st_forma_ruchki,st_rabochaya_temperatura,st_regulirovka_temperaturi,st_maxdiam_sverleniya_kirpich,st_rabota_so_smartfonom,st_klass_lazera,st_tip_nozha,st_dlina_reza,st_cvet,st_blok_spindelya,st_rabochiy_hod_frezi,st_dlina_zonda,st_podsvetka,st_naklon_pili,st_tip_reza,st_velichina_hoda,st_maxshirina_obrabotki,st_vibroruchka,st_vremya_nagreva,st_uvelichenie,st_maxshirina_propila_90,st_tormoz_dvigatelya,st_nalichie_semnogo_backa,st_ugol_povorota_tiskov,st_maxdiam_sverleniya_derevo,st_shirina_skashivaniya,st_srednekvadrat_pogreshnost,st_rezhushiy_element,st_klass_pili,st_shag_cepi,st_maxshirina_reza,st_tip_ruchki,st_beskluch_regulerovka_cepi,st_pogreshnost_mm,st_vizir,st_tip,st_maxvrash_moment_zhestk,st_raspil_truba_mm,zaschita_ot_peregreva,st_dalnost_bez_priemnika,st_mayatnikoviy_hod,st_razmer_nozhey,st_ranceviy,st_samohodnaya,st_shirina_obrabotki_sm,st_indikaciya_zapolneniya,st_ustroystvo_accumulyatora,st_tip_accumulatora,st_zashita_ot_neprednamer_pusk,st_razmer_hoda_platform,st_reguliruemaya_shtanga,st_vodyanoe_ohlajdenie_tip,st_maxglubina_sverleniya,st_mulchirovanie,st_glubina_obrabotki,st_maxdavlenie_atm,st_ugol_naklona,st_rozetka_dla_instrumenta,st_funkciya_viduvaniya,st_emkost_accumulatora,st_zk_display,st_razborniy_val,st_dlina_volny,st_maz_diam_frezi,st_dlina_lenti,st_vozmozhnost_podkl_pilesos,st_vnesen_v_reestr,st_bluetooth,st_princip_raboti,st_obyem_travosbornika,st_material_obrabotki,st_maxobyem_vozduha_kub,st_bachek_dla_soj,st_diam_patrona,st_tip_dvigatelya,st_rabochiy_hod,st_kreplenie_hvost_osnastki,st_shirina_paza,st_vertikalniy_hod_karetki,st_otkluchen_viravnitelya,st_dalnost_izmereniya,st_kolichestvo_nagrev_elem,st_izmeryaemaya_temperatura,st_shirina_obrabotki,st_istochnik_sveta,st_potreb_moshnost,st_tip_viravnivaniya,st_chastota_kolebaniy,st_uroven_shuma,st_hod_spindilya,st_max_krutyashchiy_moment,st_razmer_magnita,st_sistema_ochistki,st_shtativ,st_obem_zalivaemoy_vodi,st_rezba_pod_shtativ,st_prizhimnaya_sila,st_dalnost_izmeren_priemnika,st_superflanec,st_diametr_diska,st_privodnoy_val,st_napravlenie_luchey,st_obyem_maslennogo_baka,st_chislo_stupen_krutmoment,st_adapter_pileudaleniya,st_peredacha_na_pc,st_chislo_oborotov,st_bistrozajim_sds,st_musorosbornik,st_beskluch_zamena_osnast,st_manometr,st_diametr_vsas_shlanga_m,st_tochnost_mmm,st_tip_podachi,st_kolichestvo_frez,st_cvet_lucha,st_glubina_raspil_derevo_mm,st_visota_skashivaniya_max,st_kolichestvo_rezhim_regulir,st_pitaniye,st_temperatura_hraneniya,st_shirina_rezaniya_mm,st_diametr_kameri,st_glubina_raspila_metal,st_maxshirina_propila_45,st_chislo_skorostey,st_skorost_vrasheniya_cepi
DCT414D1-QW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,от -29 до +500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCE089D1R-QW,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,630,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,50,,,,1 горизонтальный 360° и 2 вертикальных 360°,,,,,,,,,,,3,,,красный,,,,,от -20 до +60,,,,,,
DCE0811D1G-QW,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,720,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,530,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,60,,,,горизонталь 360°/вертикаль 360°,,,,,,,,,,,3,,,зеленый,,,,,от -20 до +60,,,,,,
DCE0811D1R-QW,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,1980,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,630,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,50,,,,горизонталь 360°/вертикаль 360°,,,,,,,,,,,3,,,красный,,,,,от -20 до +60,,,,,,
DCE088D1G-QW,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +45,,,,,,,,,4,,840,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,535,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,60,,,,горизонталь/вертикаль,,,,,,,,,,,3,,,зеленый,,,,,от -20 до +60,,,,,,
DCE089D1G-QW,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +45,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,530,,,,нет,,,,,,,,,,,,,,,,,,,,автоматическое,,,,,,,нет,,,,60,,,,"2 вертикальные, 1 горизонтальный 360 град.",,,,,,,,,,,0.3,,,зеленый,,,,,,,,,,,
DW089K-XJ,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +45,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,автоматическое,,,,,,,,,,,,,,,вертикаль/горизонталь/боковой,,,,,,,,,,,0.3,,,красный,,,,,,,,,,,
DCE088LR-XJ,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,680,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,50,,,,горизонталь/вертикаль,,,,,,,,,,,3,,,красный,,,,,от -20 до +60,,,,,,
DCE0811LR-XJ,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,1140,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,630,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,50,,,,горизонталь 360°/вертикаль 360°,,,,,,,,,,,3,,,красный,,,,,от -20 до +60,,,,,,
DW0811-XJ,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,680,,,,нет,,,,,,,,,,,,,,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,,,,,,,,,,,,,,,,0.4,,,красный,,,,,от -20 до +60,,,,,,
DW0822-XJ,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +50,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,680,,,,нет,,,,,,,,,,,,,,,,,,,,автоматическое,,,,,,,,,,,,,,,горизонталь/вертикаль,,,,,,,,,,,0.2,,,красный,,,,,от -20 до +60,,,,,,
DW088K-XJ,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +45,,,,,,,,,4,,2400,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,автоматическое,,,,,,,,,,,50,,,,горизонталь/вертикаль,,,,,,,,,,,0.3,,,красный,,,,,,,,,,,
DCE088D1R-QW,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,от -10 до +45,,,,,,,,,4,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,680,,,,нет,,,,,,,,,,,,,да,,,,,,,автоматическое,,,,,,,нет,,1/4 и 5/8,,50,,,,горизонталь/вертикаль,,,,,,,,,,,3,,,красный,,,,,от -20 до +60,,,,,,
DW341K-QS,,,,,,,,,есть,,,,,есть,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,скобовидная,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
DW331K-QS,,,,,,,,,есть,,,,,есть,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,3100,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,скобовидная,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,701,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
DW349B-KS,,,,,,,,,есть,,,,,нет,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,3200,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,скобовидная,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
DW343K-QS,,,,,,,,,есть,,,,,нет,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,грибовидная,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
DW333K-QS,,,,,,,,,есть,,,,,есть,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,грибовидная,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,701,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
D25902K-QS,SDS-Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25899K-QS,SDS-Max,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25820K-QS,SDS-Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25961K-QS,шестигранный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25501K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,90,,,,,,,,,,,,,8,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,2740,,,,400,,40,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Max,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25601K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,100,,,,,,,,,,,,,8,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,2840,,,,415,,45,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Max,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25763K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,2300,,,,250,,52,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Max,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25481K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,90,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,3150,,,,540,,40,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Max,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25721K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,115,,,,,,,,,,,,,11,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,2450,,,,265,,48,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Max,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25762K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,150,,,,,,,,,,,,,18,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,2300,,,,250,,52,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Max,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25134K-KS,,есть,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,3,поворотом щеток,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,5540,,,,1500,,26,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25263K-QS,,опция,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,65,,,,,,,,,,,,,3,поворотом щеток,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,5350,,,,1450,,28,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25413K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,4700,,,,820,,32,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25414KT-QS,,есть,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,100,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,820,,,,4700,,32,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25133K-KS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,50,,,,,,,,,,,,,,поворотом щеток,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,5500,,,,1500,,26,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25144K-KS,,есть,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,поворотом щеток,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,5350,,,,1450,,28,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25143K-KS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,поворотом щеток,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,5350,,,,1450,,28,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25333K-QS,,нет,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,электронный,,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,,,4480,,,,1150,,28,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDS-Plus,,,,,,,,,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DW872-QS,,,,,,,,,,,,,,есть,,,,,,,,,140,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,355,,,,,,,1300,,,,,,,,,,,,,,,230,,,,,
D28715-QS,,,,,,,,,,,,,,есть,,,,,,,,,140,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,355,,,,,,,4000,,,,,,,,,,,,,,,200,,,,,
D28720-KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,,,,355,,,,,,,3800,,,,,,,,,,,,,,,,,,,,
DWE398-QS,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,оригинальное,,,,,,,,,,,3000,,,,,,,,,,,,,,4,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,
DWE396-QS,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,оригинальное,,,,,,,,,,,3000,,,,,,,,,,,,,,4,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,
