image,sku,websites,attribute_set,name,category_ids,type,visibility,tax_class_id,status,price,ean,gross_length,gross_width,gross_height,weight,meta_title,meta_description,st_korotko_o_tovare,st_preimushchestva,st_oblast_primeneniya,st_osobennosti,st_komplektaciya,st_shildik_tip_instrumenta
Картинки,SKU,Стор,Атрибут сет,Название,Категории,Тип товара,Видимость,Налоговый класс,Статус,Цена,EAN,"Длина, см","Ширина, см","Высота, см","Вес, кг",Тайтл,Дискрипшен,Коротко о товаре,Преимущества,Область применения,Особенности,Комплектация,Шильдик тип инструмента
1254494.jpg,DCV582-QW,27,"DEWALT Фены (термопистолеты), Воздуходувки, Пылесосы, Кусторезы, Триммеры, Газонокосилки, Краскопульты, Компрессоры, Аэраторы",Пылесос для сухой и влажной уборки (аккумуляторно-сетевой) DEWALT DCV582-QW,"894 , 896 , 914",simple,"Catalog, Search",None,Enabled,15390,5035048362983,44,32.7,31,5.535,Пылесос для сухой и влажной уборки (аккумуляторно-сетевой) DEWALT DCV582-QW DEWALT — купить в официальном магазине,"Купить пылесос для сухой и влажной уборки (аккумуляторно-сетевой) DEWALT DCV582-QW на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>18.0 В/14.4В XR аккумуляторный/ 230 В сетевой пылесос для сухой/влажной уборки</li><li>воздушный поток 15</li><li>9 л/с</li><li>бак 7.5 л.</li><li>4.5 кг</li></ul>,<ul><li>работает от аккумуляторных батарей 14.4 В 18.0 В XR Li-ion DEWALT или от сети 220 В</li><li>высокоэффективный hepa фильтр обеспечивает фильтрацию пыли до 0.3 микрон с задерживающей способностью 99.97%</li><li>принадлежности пылесоса (шланг сетевой провод насадки) крепятся на корпус пылесоса.</li><li>влажная и сухая уборка всасывание жидкостей.</li></ul>,<ul><li>всасывание слажного и сухого мусора</li></ul>,,<ul><li>пылесос</li><li>шланг 1.5 м</li><li>щелевая (узкая) насадка для удаления мусора</li><li>широкая насадка для удаления мусора.</li></ul>,сетевой
1207210.jpg,DCV584L,27,"DEWALT Фены (термопистолеты), Воздуходувки, Пылесосы, Кусторезы, Триммеры, Газонокосилки, Краскопульты, Компрессоры, Аэраторы",Пылесос DEWALT DCV584L,"894 , 896 , 914",simple,"Catalog, Search",None,Enabled,0,5035048648841,43.5,31.8,33,5.584,Пылесос DEWALT DCV584L DEWALT — купить в официальном магазине,"Купить пылесос DEWALT DCV584L на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",,,,,<ul><li>пылесос</li><li>шланг</li><li>насадки</li></ul>,сетевой
1141917.jpg,DWV902L-QS,27,"DEWALT Фены (термопистолеты), Воздуходувки, Пылесосы, Кусторезы, Триммеры, Газонокосилки, Краскопульты, Компрессоры, Аэраторы",Промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV902L-QS,"894 , 896 , 914",simple,"Catalog, Search",None,Enabled,39517,5035048402009,72,58,48,20.6,Промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV902L-QS DEWALT — купить в официальном магазине,"Купить промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV902L-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>промышленный пылесос для сухой/влажной уборки класса L</li><li>1400 Вт</li><li>контейнер 30 л</li><li>шланг 4м х 32 мм</li><li>телескопическая штанга</li><li>двойной фильтр</li><li>самоочистка фильтра каждые 30 сек.</li><li>встроенная розетка 220В</li><li>15.0 кг</li></ul>,<ul><li>промышленный пылесос l класса соответствующий действующему законодательству ес</li><li>инновационная система двойной очистки фильтров обеспечивает высокую производительность пылесоса в условиях наличия жесткой строительной пыли</li><li>постоянная и лучшая в своем классе сила всасывания даже мелкой бетонной пыли и опилок</li><li>система автоматической очистки фильтра каждые 30 секунд снижет риск засорения фильтра и обеспечивает постоянный поток воздуха</li><li>всасывание сухих/влажных отходов и воды. регулятор силы всасывания позволяет понижать ее если это требуется</li><li>встроенная розетка для подключения электроинструментов и автоматического включения пылеудаляющей системы</li><li>выдвижная рукоятка и большие колёса для удобного перемещения пылесоса в рабочей площадке</li><li>автоматическое включение / выключение при использовании с инструментом. пылесос продолжает работать 15 секунд после выключения инструмента для полного удаления отходов</li></ul>,<ul><li>предназначен для строительных работ с материалами с пределом воздействия >1мг/м2</li><li>всасывание сухих влажных отходов и воды</li></ul>,,<ul><li>шланг 4.6 м х 32 мм</li><li>переходник AirLock</li><li>35 мм</li><li>ступенчатый резиновый переходник AirLock</li><li>пылесборник</li><li>упаковка</li></ul>,сетевой
1287126.jpg,DWV901L-QS,27,"DEWALT Фены (термопистолеты), Воздуходувки, Пылесосы, Кусторезы, Триммеры, Газонокосилки, Краскопульты, Компрессоры, Аэраторы",Промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV901L-QS,"894 , 896 , 914",simple,"Catalog, Search",None,Enabled,32929,5035048467404,55,48.5,52,13.65,Промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV901L-QS DEWALT — купить в официальном магазине,"Купить промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV901L-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>промышленный пылесос для сухой/влажной уборки класса L</li><li>1400 Вт</li><li>воздушный поток 4080 л/мин</li><li>контейнер 30 л</li><li>шланг 4м х 32 мм</li><li>двойной фильтр</li><li>самоочистка фильтра каждые 30 сек.</li><li>встроенная розетка 220В</li><li>9.5 кг</li></ul>,<ul><li>промышленный пылесос l класса соответствующий действующему законодательству ес</li><li>инновационная система двойной очистки фильтров обеспечивает высокую производительность пылесоса в условиях наличия жесткой строительной пыли</li><li>постоянная и лучшая в своем классе сила всасывания даже мелкой бетонной пыли и опилок</li><li>система автоматической очистки фильтра каждые 30 секунд снижет риск засорения фильтра и обеспечивает постоянный поток воздуха</li><li>всасывание сухих/влажных отходов и воды. регулятор силы всасывания позволяет понижать ее если это требуется</li><li>встроенная розетка для подключения электроинструментов и автоматического включения пылеудаляющей системы</li><li>автоматическое включение / выключение при использовании с инструментом. пылесос продолжает работать 15 секунд после выключения инструмента для полного удаления отходов</li><li>прочный корпус имеет ребра жесткости поэтому выдерживает падения и удары случающиеся на стойплощадке</li></ul>,<ul><li>предназначен для строительных работ с материалами с пределом воздействия >1мг/м2</li><li>сухое и влажное всасывание</li></ul>,,<ul><li>пылесос</li><li>шланг 4 м х 32 мм</li><li>переходник AirLock</li><li>35 мм</li><li>пылесборник</li><li>коробка</li></ul>,сетевой
1287226.jpg,DWV902M-QS,27,"DEWALT Фены (термопистолеты), Воздуходувки, Пылесосы, Кусторезы, Триммеры, Газонокосилки, Краскопульты, Компрессоры, Аэраторы",Промышленный пылесос для сухой и влажной уборки класса M 1400 Вт DEWALT DWV902M-QS,"894 , 896 , 914",simple,"Catalog, Search",None,Enabled,43945,5035048401965,71,58,48,15,Промышленный пылесос для сухой и влажной уборки класса M 1400 Вт DEWALT DWV902M-QS DEWALT — купить в официальном магазине,"Купить промышленный пылесос для сухой и влажной уборки класса M 1400 Вт DEWALT DWV902M-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>промышленный пылесос для сухой/влажной уборки класса M</li><li>1400 Вт</li><li>контейнер 30 л</li><li>шланг 4м х 32 мм</li><li>телескопическая штанга</li><li>двойной фильтр</li><li>самоочистка фильтра каждые 30 сек.</li><li>встроенная розетка 220В</li><li>15.0 кг</li></ul>,<ul><li>промышленный пылесос м класса соответствующий действующему законодательству ес</li><li>инновационная система двойной очистки фильтров обеспечивает высокую производительность пылесоса в условиях наличия жесткой строительной пыли</li><li>постоянная и лучшая в своем классе сила всасывания даже мелкой бетонной пыли и опилок</li><li>система автоматической очистки фильтра каждые 30 секунд снижет риск засорения фильтра и обеспечивает постоянный поток воздуха</li><li>всасывание сухих/влажных отходов и воды. регулятор силы всасывания позволяет понижать ее если это требуется.</li><li>встроенная розетка для подключения электроинструментов и автоматического включения пылеудаляющей системы</li><li>выдвижная рукоятка и большие колёса для удобного перемещения пылесоса по рабочей площадке</li><li>акустический аварийный сигнал предупреждает пользователя если происходит понижение рабочих характеристик</li><li>автоматическое включение / выключение при использовании с инструментом. пылесос продолжает работать 15 секунд после выключения инструмента для полного удаления отходов</li></ul>,<ul><li>предназначен для строительных работ с материалами с пределом воздействия >1мг/м2 включая кварцевую пыль и отходы твердой древесины</li><li>сухое и влажное всасывание</li></ul>,,<ul><li>пылесос</li><li>шланг 4 м х 32 мм</li><li>переходник AirLock</li><li>35 мм</li><li>ступенчатый резиновый переходник AirLock</li><li>пылесборник</li></ul>,сетевой
1288377.jpg,DWV900L-QS,27,"DEWALT Фены (термопистолеты), Воздуходувки, Пылесосы, Кусторезы, Триммеры, Газонокосилки, Краскопульты, Компрессоры, Аэраторы",Промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV900L-QS,"894 , 896 , 914",simple,"Catalog, Search",None,Enabled,19494,5035048467367,54,49.5,55,11.6,Промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV900L-QS DEWALT — купить в официальном магазине,"Купить промышленный пылесос для сухой и влажной уборки класса L 1400 Вт DEWALT DWV900L-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>промышленный пылесос для сухой/влажной уборки класса L</li><li>1400 Вт</li><li>воздушный поток 4080 л/мин</li><li>контейнер 30 л</li><li>шланг 2м х 32 мм</li><li>9.5 кг</li></ul>,<ul><li>промышленный пылесос l класса предназначен для работы с малоопасной пылью</li><li>всасывание сухих/влажных отходовводы.</li><li>прочная конструкция корпуса выдерживает падения и удары которые неизбежны на строительной площадке.</li></ul>,<ul><li>предназначен для строительных работ с материалами с пределом воздействия >1mg/m?</li><li>сухое и влажное всасывание</li></ul>,,<ul><li>пылесос</li><li>патрубок для удаления пыли</li><li>шланг 2.0 м х 32 мм</li><li>разъем DWV 9130</li><li>фильтр</li><li>руководство по эксплуатации</li><li>упаковка</li></ul>,сетевой
803174.jpg,DWS5026-XJ,27,DEWALT Расходные материалы,Струбцины для направляющих шин (DWS5021/DWS5022) DEWALT DWS5026-XJ,"894 , 900",simple,"Catalog, Search",None,Enabled,1968,5035048199305,34,19.5,4,0.935,Струбцины для направляющих шин (DWS5021/DWS5022) DEWALT DWS5026-XJ DEWALT — купить в официальном магазине,"Купить струбцины для направляющих шин (DWS5021/DWS5022) DEWALT DWS5026-XJ на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>струбцины (2 шт.) для направляющих шин DWS5021</li><li>DWS5022</li><li>DWS5023</li></ul>,,,,,
,DW711-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Торцовочная пила 260 мм DEWALT DW711-QS,"894 , 896 , 907 , 963",simple,"Catalog, Search",None,Enabled,45198,5011402291762,59.5,52.8,44,24.48,Торцовочная пила 260 мм DEWALT DW711-QS DEWALT — купить в официальном магазине,"Купить торцовочная пила 260 мм DEWALT DW711-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>260 мм настольная митральная пила</li></ul>,,<ul><li>внутренняя отделка деревообрабатывающие</li><li>общие требования резки</li><li>установка плинтусов</li><li>мебельные работы</li><li>монтаж напольных покрытий</li><li>установка окон и дверей</li></ul>,,<ul><li>пильный диск Series 40 с 24 зубьями</li><li>верхний кожух с пылеотсосом</li><li>специальный ключ</li><li>шестигранный ключ</li><li>толкатель.</li></ul>,сетевой
804694.jpg,D27111-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Торцовочная пила 1500 Вт 3000 об/мин DEWALT D27111-QS,"894 , 896 , 907 , 963",simple,"Catalog, Search",None,Enabled,66474,5035048155455,79.8,59.3,47,34.68,Торцовочная пила 1500 Вт 3000 об/мин DEWALT D27111-QS DEWALT — купить в официальном магазине,"Купить торцовочная пила 1500 Вт 3000 об/мин DEWALT D27111-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>торцовочная пила 1500 Вт</li><li>3000 об/мин</li><li>диск 305х30 мм</li><li>наклон 45°</li><li>угол поворота право/лево 60/50°</li><li>макс. глубина реза 51 мм</li><li>с верхним распиловочным столом</li><li>26.5 кг</li></ul>,<ul><li>комбинированная пила для продольного и поперечного резания</li><li>мощный 1500 Вт асинхронный двигатель для выполнения самых тяжелых работ</li><li>малый вес и компактность обеспечивают удобство при хранении и транспортировке</li><li>инновационная конструкция нижнего и верхнего защитного кожуха повышает безопасность при работе в обоих режимах работы</li><li>прецизионные литые алюминиевая платформа и верхний распиловочный стол обеспечивают высокую точность реза в обоих режимах резания</li><li>встроенные скользящие направляющие расширяют возможности поперечного резания</li><li>высокие и устойчивые регулируемые задние упоры повышают устойчивость заготовки и точность резания при работах в режиме торцовочной пилы</li><li>уникальная конструкция пилы обеспечивает превосходный обзор линии реза при продольном и поперечном резании</li><li>верхняя направляющая с кулачковым механизмом принудительной фиксации обеспечивает максимальную точность</li></ul>,<ul><li>установка плинтусов</li><li>монтаж напольных покрытий</li><li>общие требования резки</li></ul>,,<ul><li>пильный диск</li><li>толкатель</li><li>специальный ключ для пильных дисков</li><li>направляющая планка</li><li>защитный кожух диска</li><li>торцевой ключ.</li></ul>,сетевой
,DW743N-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Комбинированная торцовочная-распиловочная пила 2000 Вт 2850 об/мин DEWALT DW743N-QS,"894 , 896 , 907 , 964",simple,"Catalog, Search",None,Enabled,71425,5035048161951,75.5,75,38.5,42.6,Комбинированная торцовочная-распиловочная пила 2000 Вт 2850 об/мин DEWALT DW743N-QS DEWALT — купить в официальном магазине,"Купить комбинированная торцовочная-распиловочная пила 2000 Вт 2850 об/мин DEWALT DW743N-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>комбинированная торцовочная-распиловочная пила 2000 Вт</li><li>2850 об/мин</li><li>диск 250х30 мм</li><li>наклон 45 град</li><li>угол поворота право/лево 45/45 град</li><li>макс. глубина реза 70/32 мм</li><li>37 кг</li></ul>,<ul><li>классическая комбинированная пила tgs</li><li>быстрая трансформация настольной распиловочной пилы в торцовочную без использования инструментов. обеспечивает универсальность в разнообразных видах применения в условиях стройплощадки или мастерской</li><li>новый механизм рукоятки позволяет защитному кожуху автоматически переходить в положение торцовочной пилы для повышения безопасности и простоты использования</li><li>новый высокопроизводительный надежный высокомоментный индукционный двигатель не требует обслуживания и характеризуется низким уровнем шума что идеально для применения в условиях мастерской</li><li>3-х портовая система пылеудаления для эффективного удаления пыли</li><li>интегрированные ручки облегчают транспортировку</li><li>усовершенствованная конструкция пилы обеспечивает удобство работы и максимальные размеры заготовки</li></ul>,<ul><li>внутренняя отделка деревообрабатывающие</li><li>общие требования резки</li><li>установка плинтусов</li><li>мебельные работы</li><li>монтаж напольных покрытий</li><li>установка окон и дверей</li></ul>,,<ul><li>пильный диск с твердосплавными напайками</li><li>параллельная направляющая</li><li>толкатель</li><li>4 отсоединяемые ножки</li><li>защитный кожух диска</li><li>инструмент для сборки</li><li>зажим для заготовки</li><li>упаковка</li></ul>,сетевой
,D27107-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Комбинированная торцовочная-распиловочная пила 2000 Вт 2850 об/мин DEWALT D27107-QS,"894 , 896 , 907 , 964",simple,"Catalog, Search",None,Enabled,97297,5035048911440,80,76.5,41.3,50.56,Комбинированная торцовочная-распиловочная пила 2000 Вт 2850 об/мин DEWALT D27107-QS DEWALT — купить в официальном магазине,"Купить комбинированная торцовочная-распиловочная пила 2000 Вт 2850 об/мин DEWALT D27107-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>комбинированная торцовочная-распиловочная пила 2000 Вт</li><li>2850 об/мин</li><li>диск 305х30 мм</li><li>наклон 45 град</li><li>угол поворота право/лево 48/48 град</li><li>макс. глубина реза 81/56 мм</li><li>40 кг</li></ul>,<ul><li>модернизированная комбинированная пила сочетает в себе точность современной торцовочной пилы и широкие возможности распиловочного станка.</li><li>система электронного поддержания мощности обеспечивает защиту от перегрузки и постоянную скорость резания</li><li>быстро отсоединяемые ножки для простоты эксплуатации</li><li>диск 305 мм обеспечивает увеличенную глубину реза 155 мм</li><li>новая система регулировки угла наклона и торцевания обеспечивают высокую точность выполняемых работ</li><li>дополнительные ролики позволяют легко перемещать станок на рабочем месте</li><li>прочная конструкция станка имеет отсек для хранения принадлежностей</li><li>также возможна поставка изделия с двигателем на 115 В 1730 Вт</li></ul>,<ul><li>внутренняя отделка деревообрабатывающие</li><li>общие требования резки</li><li>установка плинтусов</li><li>мебельные работы</li><li>монтаж напольных покрытий</li><li>установка окон и дверей</li></ul>,,<ul><li>твердосплавный (тст) пильный диск</li><li>параллельная направляющая</li><li>расклинивающий нож</li><li>толкатель</li><li>пылесборник</li><li>защитный кожух</li><li>инструмент для сборки</li><li>струбцина</li><li>упаковка</li></ul>,сетевой
1250952.jpg,DWC410-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Плиткорез ручной 1300 Вт DEWALT DWC410-QS,"894 , 896 , 907 , 967",simple,"Catalog, Search",None,Enabled,10962,5035048296363,26.5,25,18.5,4.54,Плиткорез ручной 1300 Вт DEWALT DWC410-QS DEWALT — купить в официальном магазине,"Купить плиткорез ручной 1300 Вт DEWALT DWC410-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>плиткорез ручной</li><li>1300 Вт</li><li>диск 110х20 мм</li><li>глубина реза 34 мм</li><li>3.0 кг</li></ul>,<ul><li>1300 Вт двигатель для работ по граниту бетону и камню</li><li>110 мм диск для разных материалов глубина реза 34 мм - мокрая или сухая резка</li><li>сопло для подА·чи воды</li><li>регулировка угла до 45 градусов</li><li>фиксация включенного состояния</li><li>регулировка глубины пропила</li><li>бесключевая регулировка глубины и угла наклона</li><li>легкий доступ к щеткам</li></ul>,<ul><li>резка плитки из минеральных материалов</li></ul>,,<ul><li>110 мм алмазный диск для мокрой/сухой резки</li><li>ключи для смены диска</li><li>упаковка</li></ul>,сетевой
1250847.jpg,D24000-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Пила по камню и керамической плитке 1600 Вт DEWALT D24000-QS,"894 , 896 , 907 , 967",simple,"Catalog, Search",None,Enabled,80233,5035048144978,92,74,52,46.3,Пила по камню и керамической плитке 1600 Вт DEWALT D24000-QS DEWALT — купить в официальном магазине,"Купить пила по камню и керамической плитке 1600 Вт DEWALT D24000-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>пила по камню и керамической плитке</li><li>1600 Вт</li><li>диск 250х25.4</li><li>глубина реза 95 мм</li><li>32 кг</li></ul>,<ul><li>система направляющих из нержавеющей стали встроена в раму отрезной пилы по плитке для обеспечения высокой точности реза</li><li>консольная система состоящая из направляющей и тележки подачи обеспечивает ширину при продольной распиловке до 610 мм</li><li>небольшой вес пилы позволяет пользователю переносить и готовить ее к работе без посторонней помощи</li><li>врезная подА·ча позволяет пользователю быстро вырезать отверстия внутри заготовки (под электрические розетки трубы и т.д.)</li><li>двойные водоструйные сопла могут регулироваться с целью подА·чи на отрезной диск оптимального количества воды для минимизации избытка воды при разбрызгивании и водяного тумана</li><li>заднее и боковое приспособления для воды могут устанавливаться на отрезной пиле по плитке для улавливания брызг – собирая воду в поддоне</li><li>съемный роликовый подающий стол для удобства чистки плиткореза</li><li>торцовочная направляющая с двумя положениями (90 и 45 градусов) позволяет легко выравнивать углы заготовок</li><li>встроенный в корпус портативный выключатель для большей безопасности</li></ul>,<ul><li>резка плитки из минеральных материалов</li></ul>,,<ul><li>отрезной алмазный диск dt3734</li><li>дополнительный стол</li><li>боковой и задний коллекторы воды</li><li>шестигранный ключ</li><li>упаковка</li></ul>,сетевой
,DW729KN-XS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Радиально-консольная пила 380 В 4000 Вт DEWALT DW729KN-XS,"894 , 896 , 915 , 978",simple,"Catalog, Search",None,Enabled,272160,5035048290804,123,119.5,85,237.5,Радиально-консольная пила 380 В 4000 Вт DEWALT DW729KN-XS DEWALT — купить в официальном магазине,"Купить радиально-консольная пила 380 В 4000 Вт DEWALT DW729KN-XS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>радиально-консольная пила 380 В</li><li>4000 Вт</li><li>27800 об./мин.</li><li>диск 350х30 мм</li><li>149 кг</li></ul>,<ul><li>промышленная радиально-консольная пила с высокой производительностью и не имеющая себе равных на рынке профессионального инструмента</li><li>отрегулированная пила поставляется в деревянном контейнере для максимальной защиты при транспортировке. открыл и работай.</li><li>сплошная литая консоль из стали увеличивает точность и долговечность</li><li>простая и быстрая регулировка ширины глубины угла наклона с высокой точностью</li><li>тихий индукционный 3-х фазный двигатель высокой мощности. dw728kn- модификация на 220 в</li><li>радиально-консольная пила с шириной реза при торцевании до 525 мм и глубиной 110 мм</li><li>большой пылесборник с 4&quot; коннектором в комплекте стандартной поставки</li></ul>,<ul><li>работа на производстве с деревянными заготовками больших размеров</li></ul>,,<ul><li>пильный диск с 32 зубьями</li><li>монтажные инструменты</li><li>автоматический возврат для безопасной работы</li><li>тормоз диска</li><li>стол на ножках</li><li>упаковка</li></ul>,сетевой
1251306.jpg,DW722KN-XS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Радиально-продольная пила 300 мм  DEWALT DW722KN-XS,"894 , 896 , 915 , 978",simple,"Catalog, Search",None,Enabled,0,5035048290798,114.5,114.5,85,143.2,Радиально-продольная пила 300 мм  DEWALT DW722KN-XS DEWALT — купить в официальном магазине,"Купить радиально-продольная пила 300 мм  DEWALT DW722KN-XS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>радиально-продольная пила 300 мм,<ul><li>радиально-консольная пила с поперечным резом шириной до 507 мм и глубиной до 90 мм</li><li>отрегулированная пила поставляется в деревянном контейнере для максимальной защиты при транспортировке</li><li>усиленные основание колонна и консоль</li><li>точное движение рабочей головки по литой консоли на четырех роликовых подшипниках</li><li>не требующий обслуживания асинхронный электродвигатель с пониженным уровнем шума и большим запасом мощности при предельных эксплуатационных нагрузках. dw721kn - 1-фазная модификация</li><li>простая и быстрая регулировка ширины глубины угла наклона с высокой точностью</li></ul>,<ul><li>работа на производстве с деревянными заготовками больших размеров</li></ul>,,<ul><li>1 частично собранная радиально-консольная пила;2 съемные планки стола (1 правая</li><li>1 левая)</li><li>2 направляющих упора (1 правый</li><li>1 левый)</li><li>2 удлиняющих элемента рабочего стола (1 правый</li><li>1 левый)</li><li>1 кожух пылесборника</li><li>1 стол на ножках (4 ножки</li><li>4 рейки</li><li>24 болта м8х16</li><li>24 гайки м8 и 48 плоских шайб d8)</li><li>1 набор принадлежностей в пакете: 1 гаечный ключ 10/13 мм</li><li>1 гаечный ключ 22 мм</li><li>1 торцевой гаечный ключ 13 мм</li><li>4 шестигранных ключа (3</li><li>4</li><li>5</li><li>6 мм)</li><li>1 рукоятка регулировки высоты консоли</li><li>1 винт с головкой под крестообразный шлиц m4.2 x 16</li><li>4 удлиняющих элемента рабочего;стола</li><li>19 болтов m8 x 25</li><li>19 плоских шайб d8</li><li>19 гаек м8</li><li>1 резиновый вкладыш</li><li>6 деревянных вставок</li><li>3 винта m8 x 16</li><li>3 шайбы d8</li><li>1 руководство по эксплуатации</li><li>1 чертеж инструмента в разобранном виде</li><li>упаковка</li></ul>,сетевой
,DW721KN-QS,27,"DEWALT Пилы, Электролобзики, Циркулярные (распиловочные) станки, Радиально-консольные пилы, Ленточнопильные станки, Плиткорезы",Радиально-консольная пила 220 В 2000 Вт DEWALT DW721KN-QS,"894 , 896 , 915 , 978",simple,"Catalog, Search",None,Enabled,173880,5035048289099,115,115,80,142.2,Радиально-консольная пила 220 В 2000 Вт DEWALT DW721KN-QS DEWALT — купить в официальном магазине,"Купить радиально-консольная пила 220 В 2000 Вт DEWALT DW721KN-QS на сайте фирменного интернет магазина инструмента DEWALT. Выгодные цены, бесплатная доставка, обзоры, отзывы, видео, скидки и распродажи.",<ul><li>радиально-консольная пила 220 В</li><li>2000 Вт</li><li>3000 об./мин.</li><li>диск 300х30 мм</li><li>115 кг</li></ul>,<ul><li>радиально-консольная пила с поперечным резом шириной до 507 мм и глубиной до 90 мм</li><li>отрегулированная пила поставляется в деревянном контейнере для максимальной защиты при транспортировке</li><li>усиленные основание колонна и консоль</li><li>точное движение рабочей головки по литой консоли на четырех роликовых подшипниках</li><li>не требующий обслуживания асинхронный электродвигатель с пониженным уровнем шума и большим запасом мощности при предельных эксплуатационных нагрузках. dw722kn - 3-х фазная модификация</li><li>простая и быстрая регулировка ширины глубины угла наклона с высокой точностью</li><li>большой пылесборник с 4&quot; коннектором в комплекте стандартной поставки</li></ul>,<ul><li>работа на производстве с деревянными заготовками больших размеров</li></ul>,,<ul><li>пильный диск с 32 зубьями</li><li>монтажные инструменты</li><li>автоматический возврат для безопасной работы</li><li>тормоз диска</li><li>стол на ножках</li><li>большой пылесборник с 4&quot; коннектором</li><li>упаковка</li></ul>,сетевой
