sku,st_korotko_o_tovare,st_preimushchestva,st_oblast_primeneniya,st_osobennosti
DCD776C2,,,,
DCF835M2-QW,14.4V Cordless XR литий-ионный ударный драйвер с зарядным устройством и Kitbox (2 x 4AH батареи),"Мощный 14,4 В XR Li-Ion компактный ударный шуруповерт последнего поколения с новыми уникальными аккумуляторами технологии XR Li-Ion емкостью 4.0 Ач
Эргономичный дизайн и прорезиненная рукоятка обеспечивают удобство и комфорт пользователя
Интеллектуальный выключатель со встроенной электроникой, обеспечивающий полный контроль над инструментом
6.35 мм шестигранный держатель с автоматической фиксацией позволяет быстро менять насадки одной рукой
Светодиодная подсветка обеспечивает максимальное оcвещение рабочей зоны
Инструмент из новой интеллектуальной литий-ионной Серии XR, разработанной для эффективного и быстрого выполнения работы
Очень компактный, лёгкий и эргономичный дизайн, позволяющий использовать инструмент в ограниченном пространстве
Полностью металлический редуктор для лучшей передачи энергии и увеличения срока службы инструмента
Металлический корпус редуктора обеспечивает эффективное рассеивание высокой температуры, увеличивая срок службы инструмента
Металлическая клипса для крепления инструмента на ремень и магнитный держатель насадок
Универсальное зарядное устройство позволяет заряжать 18.0В, 14,4В и 10,8В XR Li-Ion сдвижные батареи








","Разнообразные крепежные работы по заворачиванию в дереве, металле и бетоне
Скобяные изделия, сборка конструкций и различные ремонтные работы
Сборка воздуховодов, кондиционирования воздуха и системы центрального отопления
Крепеж экструдированного металлического листа к металлическим каркасом
Крепление коленей кровельных или облицовочных листов и отливов
Скрепление деревянной рамы
Сверление, монтаж и установка металлических переключателей, распред коробки и т.д.












",
DCF835L2,,,,
DCD995M2,,,,
DCD795M2,,,,
DCF836D2-QW,14.4V XR литий-ионный бесшумный ударный драйвер,"Аккумуляторный бесщёточный ударный шуруповёрт 14,4В XR Li-Ion 2,0Ач
Технология бесщёточных двигателей Brushless для превосходной эффективности и производительности инструмента
XR Li-Ion аккумуляторы 2.0Aч обеспечивают пользователю максимальное время непрерывной работы
Три ярких кольцевых светодиода обеспечивают максимальное оcвещение рабочей зоны
6.35 мм шестигранный держатель с автоматической фиксацией позволяет быстро менять насадки и работать в узком пространстве
Металлический корпус редуктора обеспечивает эффективное рассеивание высокой температуры, увеличивая срок службы инструмента
Эргономичная прорезиненная рукоятка уменьшает вибрацию инструмента и обеспечивает удобство и комфорт пользователя












","Разнообразные крепежные работы по заворачиванию в дереве, металле и бетоне
Скобяные изделия, сборка конструкций и различные ремонтные работы
Сборка воздуховодов, кондиционирования воздуха и системы центрального отопления
Крепеж экструдированного металлического листа к металлическим каркасом
Крепление коленей кровельных или облицовочных листов и отливов
Скрепление деревянной рамы
Сверление, монтаж и установка металлических переключателей, распред коробки и т.д.












",
DCF825M2-QW,14.4V XR литий-ионный бесшумный 3-скоростной ударный драйвер,"Аккумуляторный бесщёточный ударный шуруповёрт 14,4В XR Li-Ion 4,0Ач
Бесщёточный двигатель обеспечивает до 57% увеличение времени работы на одной зарядке
3-х скоростной редуктор для различных применений
Интегрированный в корпус 6.35 мм шестигранный держатель с автоматической фиксацией позволяет быстро менять насадки и работать в узком пространстве
3 кольцевых светодиода обеспечивают максимальное оcвещение рабочей зоны
Металлический корпус редуктора обеспечивает эффективное рассеивание высокой температуры, увеличивая срок службы инструмента
Эргономичная прорезиненная рукоятка уменьшает вибрацию инструмента и обеспечивает удобство и комфорт пользователя












","Разнообразные крепежные работы по заворачиванию в дереве, металле и бетоне
Скобяные изделия, сборка конструкций и различные ремонтные работы
Сборка воздуховодов, кондиционирования воздуха и системы центрального отопления
Крепеж экструдированного металлического листа к металлическим каркасом
Крепление коленей кровельных или облицовочных листов и отливов
Скрепление деревянной рамы
Сверление, монтаж и установка металлических переключателей, распред коробки и т.д.












",
DCD937P2-QW,"14.4 В XR бесщеточная ударная дрель-шуруповерт XRP, 520 Вт, 3 скорости: 38/75 Нм,  0-420/1250/1850 об./мин.,  0-7140/21250/31450 уд./мин., БЗП патрон 13 мм, LED подсветка, 2 XR Li-Ion батареи 5.0 А·ч, з/у, кофр, 2.03 кг","Бесщёточная 14,4 В ударная дрель/шуруповерт XRP последнего поколения с новыми уникальными аккумуляторами технологии XR Li-Ion емкостью 4.0 Ач
Бесшумный 3-х скоростной редуктор обеспечивает лучшую производительность и долгий срок службы инструмента
11-позиционный регулятор крутящего момента для работы в различных материалах и с шурупами разного размера
Поставляется в кейсе TStak, который может быть скомбинирован с другими кейсами TStak в общую систему, удобную для хранения и транспортировки.
13 мм одномуфтовый быстрозажимной патрон с храповиком и автоматической блокировкой вращения для быстрой смены принадлежностей
Интеллектуальный выключатель со встроенной электроникой, обеспечивающий полный контроль над инструментом
Светодиодная подсветка обеспечивает максимальное оcвещение рабочей зоны
Эргономичный дизайн и прорезиненная рукоятка обеспечивают контроль над инструментом и комфорт пользователя
Литий-ионный аккумулятор XR Li-Ion
Металлическая клипса для крепления инструмента на ремень и магнитный держатель насадок
Универсальное зарядное устройство позволяет заряжать 18.0В, 14,4В и 10,8В XR Li-Ion сдвижные батареи
Инструмент из новой интеллектуальной литий-ионной Серии XR, разработанной для эффективного и быстрого выполнения работы







","Сверление  в дереве до 45 мм
Сверление металлов до 13 мм
Сверление по камню до 14 мм
Установка крепёжных систем















",
DCD935B2,,,,
DCD985M2,,,,
DCD785L2,,,,
DCF886M2-QW,18V XR литий-ионный бесшумный ударный драйвер,"Мощный 18.0В XR Li-Ion ударный шуруповерт последнего поколения с бесщёточным двигателем с новыми уникальными аккумуляторами технологии XR Li-Ion 4.0 Ач
Технология бесщёточных двигателей Brushless для превосходной эффективности и производительности инструмента
XR Li-Ion аккумуляторы 4.0Aч обеспечивают пользователю максимальное время непрерывной работы
Три ярких кольцевых светодиода обеспечивают максимальное оcвещение рабочей зоны
6.35 мм шестигранный держатель с автоматической фиксацией позволяет быстро менять насадки и работать в узком пространстве
Металлический корпус редуктора обеспечивает большую дисперсию высокой температуры, увеличивая срок службы инструмента
Эргономичная прорезиненная рукоятка уменьшает вибрацию инструмента и обеспечивает удобство и комфорт пользователя












","Разнообразные крепежные работы по заворачиванию в дереве, металле и бетоне
Скобяные изделия, сборка конструкций и различные ремонтные работы
Сборка воздуховодов, кондиционирования воздуха и системы центрального отопления
Крепеж экструдированного металлического листа к металлическим каркасом
Крепление коленей кровельных или облицовочных листов и отливов
Скрепление деревянной рамы
Сверление, монтаж и установка металлических переключателей, распред коробки и т.д.












",
DC725KA,,,,
DCD936M2,,,,
DCD785M2,,,,
DCD737D2-QW,"14.4 В XR бесщеточная ударная дрель/шуруповерт, 310 Вт, 2 скорости: 19/57 Нм, 2.0 А·ч, з/у, кофр, 1.78 кг","Универсальное зарядное устройство позволяет заряжать 18.0В, 14,4В и 10,8В XR Li-Ion сдвижные батареи
Инструмент из новой интеллектуальной литий-ионной Серии XR, разработанной для эффективного и быстрого выполнения работы
Металлическая клипса для крепления инструмента на ремень и магнитный держатель насадок
Литий-ионный аккумулятор XR Li-Ion обеспечивает превосходную устойчивость инструмента в вертикальном положении
Эргономичный дизайн и прорезиненная рукоятка обеспечивают удобство и комфорт пользователя
Светодиодная LED подсветка на нижней части инструмента обеспечивает максимальное оcвещение рабочей зоны
Интеллектуальный выключатель со встроенной электроникой, обеспечивающий полный контроль над инструментом
15-позиционный регулятор крутящего момента для работы в различных материалах и с шурупами разного размера
Дрель/шуруповерт с дополнительной ударной функцией обеспечивает универсальность применения в различных материалах
2-х скоростной полностью металлический редуктор, регулируемая скорость и реверс
Очень компактный, лёгкий и эргономичный дизайн, позволяющий использовать инструмент в ограниченном пространстве
Применение бесщёточного двигателя – увеличение рабочего цикла и срока службы инструмента.
Мощная 14,4 В компактная ударная дрель/шуруповерт последнего поколения с новыми уникальными аккумуляторами технологии XR Li-Ion ёмкостью 2,0Ач






","Установка крепёжных систем
Повторная установка креплений
Установка освещения, розеток, кабелепровод, и т.д.
Сверление черных и цветных металлов для сборки
Монтаж и установка систем вентиляции и кондиционирования
Монтаж деревянных / ПВХ рам
Сверление отверстий и зенкирование размером до 8 мм
Устаовка конструкция с настенным креплением
Монтаж деревянных / ПВХ рам










",
DCF885L2,,,,
DCF815S2,,,,
DCD737M2,,,,
DCD945B2,,,,
DCD925B2,,,,
DCF836M2-QW,14.4V XR литий-ионный бесшумный ударный драйвер,"Аккумуляторный бесщёточный ударный шуруповёрт 14,4В XR Li-Ion 4,0Ач
Технология бесщёточных двигателей Brushless для превосходной эффективности и производительности инструмента
XR Li-Ion аккумуляторы 4.0Aч обеспечивают пользователю максимальное время непрерывной работы
Три ярких кольцевых светодиода обеспечивают максимальное оcвещение рабочей зоны
6.35 мм шестигранный держатель с автоматической фиксацией позволяет быстро менять насадки и работать в узком пространстве
Металлический корпус редуктора обеспечивает эффективное рассеивание высокой температуры, увеличивая срок службы инструмента
Эргономичная прорезиненная рукоятка уменьшает вибрацию инструмента и обеспечивает удобство и комфорт пользователя












","Разнообразные крепежные работы по заворачиванию в дереве, металле и бетоне
Скобяные изделия, сборка конструкций и различные ремонтные работы
Сборка воздуховодов, кондиционирования воздуха и системы центрального отопления
Крепеж экструдированного металлического листа к металлическим каркасом
Крепление коленей кровельных или облицовочных листов и отливов
Скрепление деревянной рамы
Сверление, монтаж и установка металлических переключателей, распред коробки и т.д.












",
DC745KB,,,,
DCD735M2,,,,
DCD735L2,,,,
DCD985L2,,,,
DCD737P2-QW,"14.4 В XR бесщеточная ударная дрель/шуруповерт, 310 Вт, 2 скорости: 19/57 Нм, 0-550/2000 об./мин., 0-9500/33200 уд./мин., БЗП патрон 13 мм, LED подсветка, 2 XR Li-Ion батареи 5.0 А·ч, з/у, кофр, 1.78 кг","Мощная 14,4 В компактная ударная дрель/шуруповерт последнего поколения с новыми уникальными аккумуляторами технологии XR Li-Ion емкостью 5.0 Ач
Применение бесщёточного двигателя – увеличение рабочего цикла и срока службы инструмента.
Очень компактный, лёгкий и эргономичный дизайн, позволяющий использовать инструмент в ограниченном пространстве
2-х скоростной полностью металлический редуктор, регулируемая скорость и реверс
Дрель-шуруповерт с дополнительной ударной функцией обеспечивает универсальность применения в различных материалах
15-позиционный регулятор крутящего момента для работы в различных материалах и с шурупами разного размера
Интеллектуальный выключатель со встроенной электроникой, обеспечивает полный контроль над инструментом
Светодиодная LED подсветка в нижней части инструмента обеспечивает максимальное оcвещение рабочей зоны
Эргономичный дизайн, прорезиненная рукоятка обеспечивают удобство и комфорт пользователя
Литий-ионный аккумулятор XR Li-Ion обеспечивает превосходную устойчивость инструмента в вертикальном положении
Металлическая клипса для крепления инструмента на ремень и магнитный держатель насадок
Инструмент из новой интеллектуальной литий-ионной Серии XR, разработанной для эффективного и быстрого выполнения работы
Универсальное зарядное устройство позволяет заряжать 18.0В, 14,4В и 10,8В XR Li-Ion батареи






","Установка крепёжных систем
Повторная установка креплений
Установка освещения, розеток, кабелепровод, и т.д.
Сверление черных и цветных металлов для сборки
Монтаж и установка систем вентиляции и кондиционирования
Монтаж деревянных / ПВХ рам
Сверление отверстий и зенкирование размером до 8 мм
Устаовка конструкция с настенным креплением
Монтаж деревянных / ПВХ рам










",
DW263K-QS,"шуруповерт для самонарезных шурупов, держатель насадок 1/4"", 540 Вт, 14.5 Нм, 0-2500 об/мин, макс. Ø шурупа 6.3 мм, головка 8 мм, кофр, 1.3 кг","Идеальный инструмент для отделки фасадов зданий, кровли, стен
Специально разработан для винтов-саморезов
Точная установка глубины закручивания
Малый вес и компактный дизайн
Мягкие, прорезиненная рукоятка и выключатель для лучшей эргономики














","Кровельные работы
Обрамление
Фасад-строительный
















",
DW274K-QS,"шуруповерт по гипсокартону с держателем насадок 1/4"", 540 Вт, 10 Нм, 0-4000 об/мин, кофр, 1.3 кг","Идеально подходит для прикручивания гипсокартонных плит к деревянному и металлическому каркасам
Точная установка глубины закручивания
Малый вес и компактный дизайн
Мягкие, прорезиненная рукоятка и выключатель для лучшей эргономики















","Деревообработка; работы по гипсокартону


















",
DW269K-QS,"шуруповерт для самонарезных шурупов, держатель насадок 1/4"",  540 Вт, регулировка крутящего момента, 4-42 Нм, 0-1000 об/мин, кофр, 1.3 кг","Идеально подходит для работ по дереву, пластику и металлу
Многоцелевой инструмент с крутящим моментом до 42 Нм
Система контроля крутящего момента
Малый вес и компактный дизайн
Мягкие, прорезиненные рукоятка и выключатель для лучшей эргономики














","Обрамление
Крепёж
Сборка
Строительство















",
DCV582-QW,"18.0 В/14.4В XR аккумуляторный/ 230 В сетевой пылесос для сухой/влажной уборки, воздушный поток 15,9 л/с, бак 7.5 л., 4.5 кг","Работает от аккумуляторных батарей 14,4В, 18,0В XR Li-Ion DEWALT или от сети 220В
Высокоэффективный HEPA фильтр обеспечивает фильтрацию пыли до 0.3 микрон с задерживающей способностью 99.97%
Принадлежности пылесоса (шланг, сетевой провод, насадки) крепятся на корпус пылесоса.
Влажная и сухая уборка, всасывание жидкостей.















","Всасывание слажного и сухого мусора


















",
DCV584L,,,,
DWV902L-QS,"промышленный пылесос для сухой/влажной уборки класса L, 1400 Вт, контейнер 30 л, шланг 4м х 32 мм, телескопическая штанга, двойной фильтр, самоочистка фильтра каждые 30 сек., встроенная розетка 220В, 15.0 кг","Промышленный пылесос L класса, соответствующий действующему законодательству ЕС
Инновационная система двойной очистки фильтров обеспечивает высокую производительность пылесоса в условиях наличия жесткой строительной пыли
Постоянная и лучшая в своем классе сила всасывания даже мелкой бетонной пыли и опилок
Система автоматической очистки фильтра каждые 30 секунд снижет риск засорения фильтра и обеспечивает постоянный поток воздуха
Всасывание сухих/влажных отходов и воды. Регулятор силы всасывания позволяет понижать ее, если это требуется
Встроенная розетка для подключения электроинструментов и автоматического включения пылеудаляющей системы
Выдвижная рукоятка и большие колёса для удобного перемещения пылесоса в рабочей площадке
Автоматическое включение / выключение при использовании с инструментом. Пылесос продолжает работать 15 секунд после выключения инструмента для полного удаления отходов











","Предназначен для строительных работ с материалами с пределом воздействия >1мг/м2
Всасывание сухих, влажных отходов и воды

















",
DWV901L-QS,"промышленный пылесос для сухой/влажной уборки класса L, 1400 Вт, воздушный поток 4080 л/мин, контейнер 30 л, шланг 4м х 32 мм, двойной фильтр, самоочистка фильтра каждые 30 сек., встроенная розетка 220В, 9.5 кг","Промышленный пылесос L класса, соответствующий действующему законодательству ЕС
Инновационная система двойной очистки фильтров обеспечивает высокую производительность пылесоса в условиях наличия жесткой строительной пыли
Постоянная и лучшая в своем классе сила всасывания даже мелкой бетонной пыли и опилок
Система автоматической очистки фильтра каждые 30 секунд снижет риск засорения фильтра и обеспечивает постоянный поток воздуха
Всасывание сухих/влажных отходов и воды. Регулятор силы всасывания позволяет понижать ее, если это требуется
Встроенная розетка для подключения электроинструментов и автоматического включения пылеудаляющей системы
Автоматическое включение / выключение при использовании с инструментом. Пылесос продолжает работать 15 секунд после выключения инструмента для полного удаления отходов
Прочный корпус имеет ребра жесткости, поэтому выдерживает падения и удары, случающиеся на стойплощадке











","Предназначен для строительных работ с материалами с пределом воздействия >1мг/м2
Сухое и влажное всасывание

















",
DWV902M-QS,"промышленный пылесос для сухой/влажной уборки класса M, 1400 Вт, контейнер 30 л, шланг 4м х 32 мм, телескопическая штанга, двойной фильтр, самоочистка фильтра каждые 30 сек., встроенная розетка 220В, 15.0 кг","Промышленный пылесос М класса, соответствующий действующему законодательству ЕС
Инновационная система двойной очистки фильтров обеспечивает высокую производительность пылесоса в условиях наличия жесткой строительной пыли
Постоянная и лучшая в своем классе сила всасывания даже мелкой бетонной пыли и опилок
Система автоматической очистки фильтра каждые 30 секунд снижет риск засорения фильтра и обеспечивает постоянный поток воздуха
Всасывание сухих/влажных отходов и воды. Регулятор силы всасывания позволяет понижать ее, если это требуется.
Встроенная розетка для подключения электроинструментов и автоматического включения пылеудаляющей системы
Выдвижная рукоятка и большие колёса для удобного перемещения пылесоса по рабочей площадке
Акустический аварийный сигнал предупреждает пользователя, если происходит понижение рабочих характеристик
Автоматическое включение / выключение при использовании с инструментом. Пылесос продолжает работать 15 секунд после выключения инструмента для полного удаления отходов










","Предназначен для строительных работ с материалами с пределом воздействия >1мг/м2, включая кварцевую пыль и отходы твердой древесины
Сухое и влажное всасывание

















",
DWV900L-QS,"промышленный пылесос для сухой/влажной уборки класса L, 1400 Вт, воздушный поток 4080 л/мин, контейнер 30 л, шланг 2м х 32 мм, 9.5 кг","Промышленный пылесос L класса предназначен для работы с малоопасной пылью
Всасывание сухих/влажных отходов,воды.
Прочная конструкция корпуса выдерживает падения и удары, которые неизбежны на строительной площадке.
















","Предназначен для строительных работ с материалами с пределом воздействия >1mg/m?
Сухое и влажное всасывание

















",
DWS5026-XJ,"струбцины (2 шт.) для направляющих шин DWS5021, DWS5022, DWS5023","


















","


















",
DW711-QS,260 мм настольная митральная пила,"


















","Внутренняя отделка Деревообрабатывающие
Общие требования резки
Установка плинтусов
Мебельные работы
Монтаж напольных покрытий
Установка окон и дверей













",
D27111-QS,"торцовочная пила 1500 Вт, 3000 об/мин, диск 305х30 мм, наклон 45°, угол поворота право/лево 60/50°, макс. глубина реза 51 мм, с верхним распиловочным столом, 26.5 кг","Комбинированная пила для продольного и поперечного резания
Мощный 1500 Вт асинхронный двигатель для выполнения самых тяжелых работ
Малый вес и компактность обеспечивают удобство при хранении и транспортировке
Инновационная конструкция нижнего и верхнего защитного кожуха повышает безопасность при работе в обоих режимах работы
Прецизионные литые алюминиевая платформа и верхний распиловочный стол обеспечивают высокую точность реза в обоих режимах резания
Встроенные скользящие направляющие расширяют возможности поперечного резания
Высокие и устойчивые регулируемые задние упоры повышают устойчивость заготовки и точность резания при работах в режиме торцовочной пилы
Уникальная конструкция пилы обеспечивает превосходный обзор линии реза при продольном и поперечном резании
Верхняя направляющая с кулачковым механизмом принудительной фиксации обеспечивает максимальную точность










","Установка плинтусов
Монтаж напольных покрытий
Общие требования резки
















",
DW743N-QS,"комбинированная торцовочная-распиловочная пила 2000 Вт, 2850 об/мин, диск 250х30 мм, наклон 45 град, угол поворота право/лево 45/45 град, макс. глубина реза 70/32 мм, 37 кг","Классическая комбинированная пила TGS
Быстрая трансформация настольной распиловочной пилы в торцовочную без использования инструментов. Обеспечивает универсальность в разнообразных видах применения в условиях стройплощадки или мастерской
Новый механизм рукоятки позволяет защитному кожуху автоматически переходить в положение торцовочной пилы для повышения безопасности и простоты использования
Новый высокопроизводительный, надежный, высокомоментный индукционный двигатель не требует обслуживания и характеризуется низким уровнем шума, что идеально для применения в условиях мастерской
3-х портовая система пылеудаления для эффективного удаления пыли
Интегрированные ручки облегчают транспортировку
Усовершенствованная конструкция пилы обеспечивает удобство работы и максимальные размеры заготовки












","Внутренняя отделка Деревообрабатывающие
Общие требования резки
Установка плинтусов
Мебельные работы
Монтаж напольных покрытий
Установка окон и дверей













",
D27107-QS,"комбинированная торцовочная-распиловочная пила 2000 Вт, 2850 об/мин, диск 305х30 мм, наклон 45 град, угол поворота право/лево 48/48 град, макс. глубина реза 81/56 мм, 40 кг","Модернизированная комбинированная пила сочетает в себе точность современной торцовочной пилы и широкие возможности распиловочного станка.
Система электронного поддержания мощности обеспечивает защиту от перегрузки и постоянную скорость резания
Быстро отсоединяемые ножки для простоты эксплуатации
Диск 305 мм обеспечивает увеличенную глубину реза 155 мм
Новая система регулировки угла наклона и торцевания обеспечивают высокую точность выполняемых работ
Дополнительные ролики позволяют легко перемещать станок на рабочем месте
Прочная конструкция станка имеет отсек для хранения принадлежностей
Также возможна поставка изделия с двигателем на 115 Вольт, 1730 Вт











","Внутренняя отделка Деревообрабатывающие
Общие требования резки
Установка плинтусов
Мебельные работы
Монтаж напольных покрытий
Установка окон и дверей













",
DWC410-QS,"плиткорез ручной, 1300 Вт, диск 110х20 мм, глубина реза 34 мм, 3.0 кг","1300 Вт двигатель для работ по граниту, бетону и камню
110 мм диск для разных материалов, глубина реза 34 мм - мокрая или сухая резка
Сопло для подачи воды
Регулировка угла до 45 градусов
Фиксация включенного состояния
Регулировка глубины пропила
Бесключевая регулировка глубины и угла наклона
Легкий доступ к щеткам











",Резка плитки из минеральных материалов,
D24000-QS,"пила по камню и керамической плитке, 1600 Вт, диск 250х25.4, глубина реза 95 мм, 32 кг","Система направляющих из нержавеющей стали встроена в раму отрезной пилы по плитке для обеспечения высокой точности реза
Консольная система, состоящая из направляющей и тележки подачи, обеспечивает ширину при продольной распиловке до 610 мм
Небольшой вес пилы позволяет пользователю переносить и готовить ее к работе без посторонней помощи
Врезная подача позволяет пользователю быстро вырезать отверстия внутри заготовки (под электрические розетки, трубы и т.д.)
Двойные водоструйные сопла могут регулироваться с целью подачи на отрезной диск оптимального количества воды для минимизации избытка воды при разбрызгивании и водяного тумана
Заднее и боковое приспособления для воды могут устанавливаться на отрезной пиле по плитке для улавливания брызг – собирая воду в поддоне
Съемный роликовый подающий стол для удобства чистки плиткореза
Торцовочная направляющая с двумя положениями (90 и 45 градусов) позволяет легко выравнивать углы заготовок
Встроенный в корпус портативный выключатель для большей безопасности










",Резка плитки из минеральных материалов,
DW729KN-XS,"радиально-консольная пила 380 В, 4000 Вт, 27800 об./мин., диск 350х30 мм, 149 кг","Промышленная радиально-консольная пила с высокой производительностью и не имеющая себе равных на рынке профессионального инструмента
Отрегулированная пила поставляется в деревянном контейнере для максимальной защиты при транспортировке. Открыл и работай.
Сплошная, литая консоль из стали увеличивает точность и долговечность
Простая и быстрая регулировка ширины, глубины, угла наклона с высокой точностью
Тихий индукционный 3-х фазный двигатель высокой мощности. DW728KN- модификация на 220 В
Радиально-консольная пила с шириной реза при торцевании до 525 мм и глубиной 110 мм

Большой пылесборник с 4"" коннектором в комплекте стандартной поставки











",Работа на производстве с деревянными заготовками больших размеров,
DW722KN-XS,радиально-продольная пила 300 мм,"Радиально-консольная пила с поперечным резом шириной до 507 мм и глубиной до 90 мм
Отрегулированная пила поставляется в деревянном контейнере для максимальной защиты при транспортировке
Усиленные основание, колонна и консоль
Точное движение рабочей головки по литой консоли на четырех роликовых подшипниках
Не требующий обслуживания асинхронный электродвигатель с пониженным уровнем шума и большим запасом мощности при предельных эксплуатационных нагрузках. DW721KN - 1-фазная модификация
Простая и быстрая регулировка ширины, глубины, угла наклона с высокой точностью













",Работа на производстве с деревянными заготовками больших размеров,
